concept,paper_count
plasmon induced transparency,190
isotropic emission,550
quantum cnot gate,60
system state vector,309
quantum amplifier,200
singlet manifold,233
pt symmetry broken,12
secure cryptographic key,79
quantum fluctuation relation,9
constitutive tensor,221
surface electromagnetic wave,330
magnetic field equation,118
quantum time crystal,32
cluster separability,201
fluid dynamics problem,213
higher order element,50
quantum matrix,409
nonlinear conversion efficiency,264
electron doping level,52
photonic graphene,202
toeplitz quantization,263
jc model,288
higher dimensional embedding,27
brownian fluctuation,28
trilayer structure,520
free fitting parameter,32
tree structured parzen estimator,14
coherent quantum state,163
quantum parametric oscillator,49
kinetic operator,244
gaussian boson sampling,309
decaying magnetic field,99
bayesian agent,152
classical support vector machine,142
high speed video microscopy,53
coherent method,440
graph operator,169
multiphoton pair production,40
bilinear interaction,131
reconstructed phase space,489
thermal channel,292
spin ising model,229
casimir cavity,84
net momentum,325
landau lifshitz gilbert,39
dyadic green function,159
monopole equation,57
pulsed molecular beam,380
local band structure,102
exotic quantum holonomy,22
gaussian wave packet,796
hamilton jacobi bellman,220
coupling measurement,454
particles hopping,138
liquid molecule,113
squeezed beam,66
full field optical coherence tomography,84
polariton branch,371
harmonic inversion,190
tsirelson space,64
nn scattering,554
coherent wave packet,97
trapped atomic cloud,43
polynomial speedup,148
indirect gap semiconductor,140
local heat bath,9
coherent acceleration,259
linear automorphisms,171
relational evolution,100
covariant lagrangian,378
homogeneous integral equation,100
squeezed vacuum injection,24
engineering design problem,418
coherence evolution,188
quantized matter field,13
band measurement,406
quadrupole mode,611
coherent light scattering,237
diamond nv center,80
localized electron state,39
goppa code,163
casimir piston,34
vibronic spectrum,274
polynomial interaction,125
cp violation parameter,467
adaptive optics technique,61
weyl quantisation,27
lattice atom,145
enhanced light emission,411
continual measurement,156
hermite function,214
virtual phonons,122
electron positron pair production,26
bright squeezed vacuum,126
guided optical mode,67
point canonical transformation,124
resonance lineshape,194
passive circuit element,106
optical magnetization switching,148
euler character,65
wafer scale production,22
stationary perturbation,186
spatial intensity correlation,34
incoherent mixture,104
particle number symmetry,53
saturation length,271
trotter formula,143
slocc classification,47
cavity eigenmodes,158
broadband optical pulse,34
yb atom,161
secular drift,226
plane wave representation,109
reduction operator,159
displacement operator,473
rb vapour,159
compton wavelength scale,25
microcavity photon,40
electron spin decoherence,167
lithium hydride molecule,45
matrix pole,164
binary operator,315
floquet exponent,123
high structural symmetry,68
fermion doublet,96
fermionic hubbard model,219
hamiltonian quantization,133
eit resonance,182
gleason theorem,41
surface plasma wave,213
slocc equivalence,28
visible wavelength regime,112
greens tensor,10
skew field,522
dynamic stark effect,251
monte carlo pricing,114
weak field seeking state,2
anisotropic trap,169
atomic dipole matrix element,4
resonant microcavity,142
static electric polarizability,50
linear optical quantum computation,99
wave packet formalism,69
motional heating rate,32
forward scattering direction,123
ultrahigh vacuum condition,77
almost complete characterization,64
infinite dimensional grassmann algebra,41
adaptive feedback control,640
chiral transformation,231
hamiltonian functional,131
hyperbolic dynamical system,65
nonlinear transfer function,423
wave like behavior,14
covariant loop quantum gravity,75
chiral vector,221
cyclotomic extension,171
sampling kernel,130
third order optical nonlinearities,79
maxwell operator,152
optical radiation pressure,154
fermi particle,44
nanoscale gap,216
bulk insulator,166
dipole formula,79
particle bunch,311
pairwise measurement,28
soliton bound state,62
wave bound state,111
high energy source,160
partition theorem,370
bipartite mixed state,56
tunnelling probability,218
hexagonal plane,220
finite dimensional semisimple,122
nonrelativistic bound state,41
gyromagnetic photonic crystal,74
tunneling particle,156
negative radiation pressure,54
string singularity,49
magnetic field oscillation,52
precession phase,170
hydrogenic system,63
quantum frustration,67
ring singularity,208
tunneling transition,174
photoelectron energy spectrum,121
strong coupling polaron,41
cavity quantum electrodynamics system,134
coupling disorder,77
elliptic polarization,273
finite size scaling behavior,61
edge transitive,78
rg evolution,188
resonant optical lattice,27
atomic molecule,100
radiation continuum,213
discrete time translation symmetry,59
hybrid factorization,30
quantum tunneling rate,81
darboux method,86
conjugate partition,32
lattice edge,106
long distance correlation,41
qudit dimension,66
bhz model,67
orthogonality graph,56
phononic excitation,24
self adjointness,35
coherent state qubits,19
exciton polariton condensation,26
thermodynamics system,80
dissipative time crystal,39
parametric oscillatory instability,37
boolean semiring,112
local plasma frequency,245
causal equation,37
stationary universe,124
quantized magnetic flux,180
noncompact lie group,40
zermelo fraenkel set theory,33
partial transpose operation,20
honeycomb symmetry,63
harmonically trapped particle,20
stochastic evolution operator,11
localization probability,209
symmetry invariant,140
minimum mean square error estimator,218
gravitational sag,88
anisotropic band structure,141
quantum detailed balance,90
cubic phase gate,42
infinite dimensional lie algebra,154
magnetic flux penetrating,96
spin exchange relaxation free,63
transverse spectrum,62
kinetic energy density functional,148
multimode gaussian state,34
trojan horse attack,104
positively chirped pulse,36
homogeneous bundle,39
measurement device independent entanglement witness,3
classical cyclotron motion,22
atom ensemble,159
entropic area law,30
runge kutta algorithm,42
spin kick,60
second order nonlinear material,8
vacuum magnetic birefringence,76
k nearest neighbor classification,90
circular topology,170
jensen shannon divergence,90
transverse fluctuation,53
genuinely multipartite entangled state,7
hypergraph product code,33
positive partial transpose criterion,54
quantum energy teleportation,118
strong optical nonlinearity,161
recurrent neural net,175
optical coherent communication,82
torus decomposition,38
raptor code,277
topological quantum error correction,126
randomized query complexity,123
phonon gas,300
rydberg dressing,153
harmonic network,120
rotational doppler effect,275
artin braid group,96
atari game,159
solitonic state,29
phase space noncommutativity,7
wavelength space,203
complex probability distribution,57
translational invariant system,7
euclidean dimension,201
monochromatic electromagnetic field,74
inferential theory,188
circuit quantum electrodynamics system,52
higher order perturbative,190
homogeneous nonlinearity,59
von mises fisher distribution,14
stern gerlach effect,6
maximally entangled bell state,92
semi quantum,20
tensorial structure,183
quantum carpet,29
ultrashort electromagnetic pulse,53
fano asymmetry parameter,40
entanglement certification,142
multilevel quantum system,69
threshold ionization spectrum,46
classical stochastic theory,31
particle scattering problem,42
nonlocal correction,70
magnetic black hole,105
superparamagnetic particle,108
quantum butterfly effect,21
shack hartmann sensor,50
high strehl ratio,102
elliptically polarized wave,108
phononic mode,62
metallic quantum dot,29
fictitious magnetic field,122
nanotube resonator,118
strong converse bound,30
far field interaction,18
living yeast cell,33
scalar field mode,11
de broglie bohm,34
quantum inference,88
strong coupling theory,239
displacement operator formalism,9
tensor polarizability,133
spatially dependent mass,51
wafer scale fabrication,94
time dependent decay,86
band structure topology,72
heat currents flowing,31
resonator network,94
noninteracting electron,190
continuous variable teleportation,90
tensor state,81
threshold magnetic field,199
spin collective excitation,5
gas collision,211
efimov resonance,67
pa interaction,91
qft correspondence,42
wave function ansatz,166
differential geom,169
quantum mechanics equation,15
deutschian closed timelike curve,5
nearest neighbour spacing distribution,14
thermal atomic beam,134
localized wave function,158
nonlinear wave interaction,238
multiparty quantum communication,77
high energy mode,48
localization operator,116
casimir energy density,144
noisy quantum metrology,49
pointer state,121
shift current response,52
brane separation,89
gauge invariant quantity,64
poincare lie algebra,20
geodesic evolution,59
cross correlation measurement,26
ultra short laser pulse,62
time dependent unitary transformation,4
local magnetization measurement,5
period doubling sequence,41
infinite graphene sheet,64
photon number resolving detector,83
gross pitaevskii equation,56
bell expression,31
ferroelectric order parameter,59
non spherical shape,19
quadrature phase amplitude,29
negative jump,120
qubit toffoli gate,99
micromechanical torsional oscillator,40
disordered spin chain,44
molecular transition frequency,43
adjacent cavity,96
ruderman kittel kasuya yosida,12
doppler free spectroscopy,16
quantum computer simulation,101
bbr shift,69
atomic dimension,84
shockley queisser limit,32
displaced squeezed state,18
gap chern number,32
density statistic,20
coupled resonator waveguide,48
electric dipole mode,86
superluminal particle,38
adiabatic speed,62
dynamical correlation effect,8
boson fock space,132
complex hermitian matrix,98
transposition map,43
quantum hacking,128
